Clinique_Article,BaseCahpp_Article,cip_match,ucd_match,idt_match,Clinique_IDT,Clinique_CIP,Clinique_UCD,CAHPP_IDT,CAHPP_CIP,CAHPP_CIP13,CAHPP_UCD,CAHPP_UCD13
7545doliprane 1 000 mg pdr pr sol buv sachet,DOLIPRANE 1 GR ADULTE  BOITE DE 8 SACHETS,1,1,1,134907,3400936246980,3400892625690,134907,3624698,3400936246980,9262569,3400892625690
3863renagel 800 mg cpr,RENAGEL  800 MG BOITE DE 180 COMPRIMES,1,1,1,266129,3400935726599,3400892481678,266129,3572659,3400935726599,9248167,3400892481678
13507zaltrap 100 mg4 ml sol à diluer pr perf flac,ZALTRAP 25 MG / ML SOLUTION A DILUER POUR PERFUSION DE 4 ML BOITE DE 1 FLACON,1,1,1,309545,3400958418563,3400893949924,309545,5841856,3400958418563,9394992,3400893949924
13508zaltrap 200 mg8 ml sol à diluer pr perf flac,ZALTRAP 25 MG / ML  SOLUTION A DILUER POUR PERFUSION DE 8 ML BOITE DE 1 FLACON,1,1,1,309546,3400958418792,3400893950005,309546,5841879,3400958418792,9395000,3400893950005
9812oxaliplatine 100 mg20 ml accord sol à diluer pr perf flac,OXALIPLATINE ACCORD 100MG/20ML BOITE DE 1 FLACON,1,1,1,236975,3400957684211,3400893552940,236975,5768421,3400957684211,9355294,3400893552940
18229topotecane 4 mg4 ml accord sol à diluer pr perf flac,TOPOTECAN INTAS 4MG 1MG/ML  4ML SOL A DILUER PERF INJ BOITE DE 1 FLACON,1,1,1,286058,3400922257662,3400893860014,286058,2225766,3400922257662,9386001,3400893860014
24112temozolomide 5 mg accord gélule,TEMOZOLOMIDE ACCORD    5 MG SACHET BOITE DE 5 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,361631,-,3400893516461,361631,3002395,3400930023952,9351646,3400893516461
24117temozolomide 20 mg accord gélule,TEMOZOLOMIDE ACCORD   20 MG SACHET BOITE DE 5 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,361632,-,3400893516171,361632,3002397,3400930023976,9351617,3400893516171
24115temozolomide 100 mg accord gélule,TEMOZOLOMIDE ACCORD  100 MG  SACHET BOITE DE 5 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,361633,-,3400893515860,361633,3002400,3400930024003,9351586,3400893515860
24113temozolomide 140 mg accord gélule,TEMOZOLOMIDE ACCORD  140 MG SACHET BOITE DE 5 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,361634,-,3400893515921,361634,3002402,3400930024027,9351592,3400893515921
21827caelyx 20 mg10 ml sol à diluer pr perf flac,CAELYX  20 MG/10 ML SUSPENSION INJECTABLE BOITE DE    1 FLACON,1,1,1,42917,3400956036196,3400891944600,42917,5603619,3400956036196,9194460,3400891944600
21830caelyx 50 mg25 ml sol à diluer pr perf flac,CAELYX  50 MG/25 ML SUSPENSION INJECTABLE BOITE DE    1 FLACON,1,1,1,51734,3400956326150,3400892294834,51734,5632615,3400956326150,9229483,3400892294834
8928durogesic 12 ugh dispositif transdermique,DUROGESIC PATCH 12 MCG / H BOITE DE 5 PATCHS,1,1,1,134012,3400936985155,3400892844534,134012,3698515,3400936985155,9284453,3400892844534
6757prezista 600 mg cpr,PREZISTA  600 MG  BOITE DE 60 COMPRIMES PELLICULES,1,1,1,208327,3400939314082,3400893280676,208327,3931408,3400939314082,9328067,3400893280676
14556intelence 200 mg cpr,INTELENCE 200 MG BOITE DE 60 COMPRIMES,1,1,1,265120,3400921946697,3400893804704,265120,2194669,3400921946697,9380470,3400893804704
16713edurant 25 mg cpr,EDURANT 25 MG BOITE 30 COMPRIMES PELLICULES,1,1,1,265146,3400921947298,3400893827307,265146,2194729,3400921947298,9382730,3400893827307
14845prezista 800 mg cpr,PREZISTA  800 MG  BOITE DE  30 COMPRIMES PELLICULES,1,1,1,273768,3400926788704,3400893910252,273768,2678870,3400926788704,9391025,3400893910252
20954prezista 100 mgml susp buv flac 200 ml,PREZISTA  100 MG/ML SUSPENSION BUVABLE 200 ML  BOITE DE 1 FLACON,1,1,1,274357,3400926704957,3400893934616,274357,2670495,3400926704957,9393461,3400893934616
20790stelara 130 mg26 ml sol à diluer pr perf flac,STELARA 130 MG SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON,0,1,1,398244,3400855027806,3400894250203,398244,5502780,3400955027805,9425020,3400894250203
21526zytiga 500 mg cpr,ZYTIGA 500 MG BOITE DE 60 COMPRIMES,0,1,1,409613,3400830076270,3400894237136,409613,3007627,3400930076279,9423713,3400894237136
20025norvir 100 mg pdr pr susp buv sachet,NORVIR 100MG SUSPENSION BUVABLE BOITE DE 30 SACHETS,1,1,1,389561,3400930033265,3400894152927,389561,3003326,3400930033265,9415292,3400894152927
166pamidronate de sodium 15 mg5 ml hospira sol à diluer pr perf flac,PAMIDRONATE DE SODIUM PFIZER  15 MG  5 ML IV PERFUSION BOITE DE 5 FLACONS,1,1,1,42920,3400938169669,3400893044285,42920,3816966,3400938169669,9304428,3400893044285
168pamidronate de sodium 60 mg10 ml hospira sol à diluer pr perf flac,PAMIDRONATE DE SODIUM PFIZER   6 MG/ML IV  10 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,42922,3400938169898,3400893043974,42922,3816989,3400938169898,9304397,3400893043974
6071pamidronate de sodium 90 mg10 ml hospira sol à diluer pr perf flac,PAMIDRONATE DE SODIUMPFIZER  90 MG 10 ML IV PERFUSION BOITE DE 1 FLACON,1,1,1,42923,3400938169959,3400893044056,42923,3816995,3400938169959,9304405,3400893044056
0000161atracurium 50 mg5 ml hospira sol inj amp,ATRACURIUM  50 MG / 5 ML  SOLUTION INJECTABL BOITE DE 5 AMPOULES,1,1,1,109966,3400957138806,3400893043684,109966,5713880,3400957138806,9304368,3400893043684
7405vfend 40 mgml pdr pr susp buv,VFEND   40 MG POS SUSPENSION BUVABLE BOITE DE 1 FLACON,1,1,1,110393,3400936406162,3400892617886,110393,3640616,3400936406162,9261788,3400892617886
3030lyrica 25 mg gélule,LYRICA  25 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134434,3400956581412,3400892639949,134434,5658141,3400956581412,9263994,3400892639949
3031lyrica 50 mg gélule,LYRICA  50 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134435,3400956582013,3400892640198,134435,5658158,3400956581580,9264019,3400892640198
1738lyrica 75 mg gélule,LYRICA  75 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134436,3400956581641,3400892640259,134436,5658164,3400956581641,9264025,3400892640259
4744lyrica 100 mg gélule,LYRICA 100 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134438,3400956581702,3400892639659,134438,5658170,3400956581702,9263965,3400892639659
1739lyrica 150 mg gélule,LYRICA 150 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134439,3400956581870,3400892639710,134439,5658187,3400956581870,9263971,3400892639710
8467lyrica 200 mg gélule,LYRICA 200 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134440,3400956581931,3400892639888,134440,5658193,3400956581931,9263988,3400892639888
1740lyrica 300 mg gélule,LYRICA 300 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,134441,3400956582013,3400892640020,134441,5658201,3400956582013,9264002,3400892640020
16293revatio 20 mg cpr,REVATIO  20 MG  BOITE DE 90 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,134442,3400937024068,3400892799728,134442,3702406,3400937024068,9279972,3400892799728
8060sutent 125 mg gélule,SUTENT 12.5 MG BOITE DE 28 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,137152,3400937626507,3400892849157,137152,3821022,3400938210224,9284915,3400892849157
8061sutent 25 mg gélule,SUTENT 25 MG BOITE DE 28 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,137153,3400937626675,3400892849218,137153,3821039,3400938210392,9284921,3400892849218
23373paclitaxel 150 mg25 ml hospira sol à diluer pr perf flac,PACLITAXEL PFIZER 150 MG/25 ML BOITE DE 1 FLACON,1,1,1,175840,3400957173982,3400893089460,175840,5717398,3400957173982,9308946,3400893089460
13863fragmine 10 000 iu antixa04 ml sol inj srg,FRAGMINE CLOT 10 000 UI SOL.INJ.  BOITE DE 5 SERINGUES PREREMPLIES,1,1,1,239579,3400949250196,3400893547229,239579,4925019,3400949250196,9354722,3400893547229
13662prevenar 13 susp inj srg 05 ml,"PREVENAR 13 / 0,5 ML SUSPENSION INJECTABLE BOITE DE  1 SERINGUE",1,1,1,250647,3400939901152,3400893428191,250647,3990115,3400939901152,9342819,3400893428191
16582nivestim 48 m_u05 ml sol inj ou pr perf srg,"NIVESTIM HOSPIRA 48 MUI/0,5 ML BOITE DE 1 SERINGUE",1,1,1,255111,3400949413898,3400893542606,255111,4941389,3400949413898,9354260,3400893542606
15610revatio 10 mgml pdr pr susp buv,REVATIO  10 MG/ML POUDRE POUR SUSPENSION BUVABLE BOITE DE 1 FLACON,1,1,1,266003,3400922277653,3400893850138,266003,2227765,3400922277653,9385013,3400893850138
15660zavedos 10 mg10 ml sol pr perf flac,ZAVEDOS 10 MG/10ML SIPP    SOLUTION POUR PERFUSION   BOITE DE 1 FLACON,1,1,1,266005,3400956286607,3400892685083,266005,5628660,3400956286607,9268508,3400892685083
14160lyrica 20 mgml sol buv flac 473 ml  srg,LYRICA  20 MG/ML  SOLUTION BUVABLE 473 ML BOITE DE 1 FLACON,1,1,1,274088,3400941701474,3400893952016,274088,4170147,3400941701474,9395201,3400893952016
15883toviaz 4 mg cpr à libération prolongée,TOVIAZ LP 4 MG BOITE DE 30 COMPRIMES,1,1,1,335612,3400926704728,3400893998021,335612,2670472,3400926704728,9399802,3400893998021
20570zavicefta 2 g05 g pdr pr sol à diluer pr perf,"ZAVICEFTA 2 G/0,5 G POUDRE POUR SOLUTION A DILUER POUR PERFUSION BOITE DE 10 FLACONS",1,1,1,398245,3400930063064,3400894187356,398245,3006306,3400930063064,9418735,3400894187356
457ketoprofene 100 mg4 ml medisol sol à diluer pr perf amp,KETOPROFENE MEDAC 100 MG/4 ML  SOLUTION A DILUER POUR PERF BOITE DE 10 AMPOULES,1,1,1,265197,3400926888510,3400893902158,265197,2688851,3400926888510,9390215,3400893902158
23470isosorbide 10 mg10 ml medisol sol inj amp,ISOSORBIDE MEDISOL 10 MG/10 ML SOLUTION INJECTABLE BOITE DE 50,1,1,1,390262,3400955028833,3400894239376,390262,5502883,3400955028833,9423937,3400894239376
14791metoject 75 mg015 ml sol inj srg,"METOJECT   7,5 MG/0,15 ML SOLUTION INJECTABLE EN STYLO PREREMPLI BOITE DE 1",1,1,1,390263,3400926888688,3400893921838,390263,3002019,3400930020197,9418913,3400894189138
21370trimebutine 50 mg5 ml medisol sol inj amp,TRIMEBUTINE MEDAC 50MG/5ML AMPOULE INJECTABLE BOITE DE 25,1,1,1,420722,3400955035770,3400894310846,420722,5503577,3400955035770,9431084,3400894310846
14994dopamine 50 mg10 ml mylan sol pr perf amp,DOPAMINE MYLAN 5 MG/ML  50 MG/10 ML BOITE DE   50 AMPOULES,1,1,1,85283,3400956455461,3400892483511,85283,5645546,3400956455461,9248351,3400892483511
228urapidil 50 mg10 ml mylan sol inj amp,URAPIDIL MYLAN    50 MG/10 ML INJECTABLE  BOITE DE 5 AMPOULES,1,1,1,244393,3400941536861,3400893679722,244393,4153686,3400941536861,9367972,3400893679722
16094linezolide 600 mg300 ml kabi sol pr perf flac,LINEZOLIDE KABI 2 MG/ML 300 ML SOLUTION INJECTABLE BOITE DE 10 FLACONS KABIPAC,1,1,1,357721,3400955009092,3400894120759,357721,5500909,3400955009092,9412075,3400894120759
9444vesicare 10 mg cpr,VESICARE  10 MG  BOITE DE 30 COMPRIMES,1,1,1,110408,3400936551671,3400892634456,110408,3655167,3400936551671,9263445,3400892634456
1757prograf 05 mg gélule,"PROGRAF 0,5 MG BOITE DE   50 GELULES CONDITIONNEMENT UNITAIRE",1,1,1,120452,3400935895882,3400892026794,120452,3589588,3400935895882,9202679,3400892026794
1758prograf 1 mg gélule,PROGRAF 1 MG BOITE DE 50 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,120453,3400935895714,3400891800210,120453,3589571,3400935895714,9180021,3400891800210
16968advagraf lp 05 mg gélule à libération prolongée,"ADVAGRAF LP 0,5 MG BOITE DE   30 GELULES CONDITIONNEMENT UNITAIRE",1,1,1,170399,3400938069273,3400893092941,170399,3806927,3400938069273,9309294,3400893092941
11505advagraf lp 1 mg gélule à libération prolongée,ADVAGRAF LP 1 MG BOITE DE   30 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,170400,3400938069624,3400893093023,170400,3806962,3400938069624,9309302,3400893093023
1771advagraf lp 3 mg gélule à libération prolongée,ADVAGRAF LP 3 MG BOITE DE   30 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,230055,3400939534626,3400893331927,230055,3953462,3400939534626,9333192,3400893331927
19795modigraf 02 mg granulés pr susp buv sachet,"MODIGRAF 0,2 MG GRANULES POUR SUSPENSION BUVABLE BOITE DE 50 SACHETS",1,1,1,230056,3400939594828,3400893484722,230056,3959482,3400939594828,9348472,3400893484722
648arixtra 25 mg05 ml sol inj srg,"ARIXTRA  2,5 MG/0,5 ML  BOITE DE 7 SERINGUES",0,1,1,51606,3400935922540,3400892382753,51606,3592260,3400935922601,9238275,3400892382753
21589clariscan 05 mmolml sol inj srg 20 ml,"CLARISCAN 0,5 MMOL/ML 20 ML SOLUTION INJECTABLE BOITE DE  10 SERINGUES PREREMPLIES",1,1,1,414898,3400930091876,3400894264101,414898,3009187,3400930091876,9426410,3400894264101
14120ciprofloxacine 400 mg200 ml kabi sol pr perf flac,CIPROFLOXACINE KABI 400MG 200ML SOLUTION POUR PERFUSION FLACON SOUPLE KABIPAC BOITE DE 10,1,1,1,178447,3400930021859,3400894103950,178447,3002185,3400930021859,9410395,3400894103950
14119ciprofloxacine 200 mg100 ml kabi sol pr perf flac,CIPROFLOXACINE KABI 200MG 100ML SOLUTION POUR PERFUSION FLACON SOUPLE KABIPAC BOITE DE 10,0,1,1,178448,3400930021729,3400894103899,178448,3002171,3400930021712,9410389,3400894103899
16614clindamycine 600 mg4 ml kabi sol inj amp,CLINDAMYCINE KABI 600MG/4ML BOITE DE 5 AMPOULES,1,1,1,179294,3400957294380,3400893221136,179294,5729438,3400957294380,9322113,3400893221136
14113piperacilline tazobactam 4 g500 mg kabi pdr pr sol pr perf,PIPERACILLINE TAZOBACTAM FRESENIUS KABI 4G / 500MG INJECTABLE BOITE DE 10 FLACONS,0,1,1,206263,3400939214795,3400893315088,206263,3921491,3400939214917,9331508,3400893315088
20911smofkabiven e 1 100 kcal986 ml émulsion pr perf poche tricomp biofine,SMOFKABIVEN-E 1100 KCAL TOTALES 986 ML BOITE DE 4 POCHES,1,1,1,206264,3400939280790,3400893313077,206264,3928079,3400939280790,9331307,3400893313077
16503smofkabiven e 1 600 kcal1 477 ml émulsion pr perf poche tricomp biofine,SMOFKABIVEN-E 1600 KCAL TOTALES 1477 ML BOITE DE 4 POCHES,0,1,1,206265,3400839280913,3400893312766,206265,3928091,3400939280912,9331276,3400893312766
22778smofkabiven e 2 200 kcal1 970 ml émulsion pr perf poche tricomp biofine,SMOFKABIVEN-E 2200 KCAL TOTALES 1970 ML BOITE DE 4 POCHES,1,1,1,206272,3400939281223,3400893312827,206272,3928122,3400939281223,9331282,3400893312827
13580ropivacaine 75 mg10 ml kabi sol inj amp,ROPIVACAINE FKF  75MG/10ML - BOITE DE 5 AMPOULES,1,1,1,233270,3400957740252,3400893614495,233270,5774025,3400957740252,9361449,3400893614495
591ropivacaine 150 mg20 ml kabi sol inj amp,ROPIVACAINE FKF 150 MG/20ML - BOITE DE 5 AMPOULES,1,1,1,233271,3400957740832,3400893614556,233271,5774083,3400957740832,9361455,3400893614556
590ropivacaine 40 mg20 ml kabi sol inj amp,ROPIVACAINE FKF  40 MG/ 20ML - BOITE DE 5 AMPOULES,1,1,1,233274,3400957739652,3400893614266,233274,5773965,3400957739652,9361426,3400893614266
11246ropivacaine 100 mg10 ml kabi sol inj amp,ROPIVACAINE FKF 100 MG/ 10ML - BOITE DE 5 AMPOULES,1,1,1,233275,3400957741662,3400893613665,233275,5774166,3400957741662,9361366,3400893613665
735fluconazole 200 mg100 ml kabi sol pr perf flac,FLUCONAZOLE KABIPAC FRESENIUS 200 MG  100 ML   BOITE DE 10 FLACONS,1,1,1,233279,3400938713275,3400893530597,233279,3871327,3400938713275,9353059,3400893530597
7515fluconazole 100 mg50 ml kabi sol pr perf flac,FLUCONAZOLE KABIPAC FRESENIUS 100 MG  50 ML   BOITE DE 10  FLACONS,1,1,1,233280,3400938711783,3400893530719,233280,3871178,3400938711783,9353071,3400893530719
734fluconazole 400 mg200 ml kabi sol pr perf flac,FLUCONAZOLE KABIPAC FRESENIUS 400 MG  200 ML   BOITE DE 10 FLACONS,1,1,1,233281,3400938714685,3400893530658,233281,3871468,3400938714685,9353065,3400893530658
13524docetaxel 80 mg4 ml kabi sol à diluer pr perf flac,DOCETAXEL KABI  80 MG  4 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON,1,1,1,244031,3400922359021,3400893871010,244031,2235902,3400922359021,9387101,3400893871010
19998ondansetron 4 mg2 ml kabi sol inj amp,ONDANSETRON  KABI  4 MG/2 ML  BOITE DE 10 AMPOULES,1,1,1,255002,3400957795771,3400893643181,255002,5779577,3400957795771,9364318,3400893643181
19999ondansetron 8 mg4 ml kabi sol inj amp,ONDANSETRON  KABI  8 MG/4 ML  BOITE DE 10 AMPOULES,1,1,1,255003,3400957796143,3400893643242,255003,5779614,3400957796143,9364324,3400893643242
13521oxaliplatine 100 mg20 ml kabi sol à diluer pr perf flac,OXALIPLATINE KABI 5 MG/ML 100 MG/20 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,262557,3400957592967,3400893392898,262557,5759296,3400957592967,9339289,3400893392898
13522oxaliplatine 200 mg40 ml kabi sol à diluer pr perf flac,OXALIPLATINE KABI 5 MG/ML 200 MG/40 ML SOLUTION POUR PERFUSION  1 FLACON VERRE,1,1,1,262559,3400958036668,3400893780886,262559,5803666,3400958036668,9378088,3400893780886
13325paracetamol 1 g100 ml kabi sol pr perf poche freeflex,PARACETAMOL KABI 10MG/ML 100 ML FREEFLEX INJECTABLE BOITE DE 20 POCHES,1,1,1,269827,3400958249297,3400893924679,269827,5824929,3400958249297,9392467,3400893924679
23989etoposide 200 mg10 ml mylan sol à diluer pr perf flac,ETOPOSIDE MYLAN 200 MG/10 ML BOITE DE 10 FLACONS,1,1,1,32690,3400956245383,3400892246987,32690,5624538,3400956245383,9224698,3400892246987
157flecaine 150 mg15 ml sol inj amp,FLECAINE 150 MG 15 ML INJECTABLE BOITE DE 5 AMPOULES,1,1,1,79911,3400956374526,3400892435084,79911,5637452,3400956374526,9243508,3400892435084
0000260zymad 10 000 iuml sol buv flac comptegouttes 10 ml,ZYMAD  10 ML GOUTTES BUVABLES BOITE DE 1 FLACON,1,1,1,83292,3400935358363,3400892428390,83292,3535836,3400935358363,9242839,3400892428390
7174zymad 200 000 iu sol buv amp 2 ml,ZYMAD 200 000 UI BOITE DE 1 AMPOULE BUVABLE,1,1,1,83293,3400935849649,3400892437156,83293,3584964,3400935849649,9243715,3400892437156
7036zymad 80 000 iu sol buv amp 2 ml,ZYMAD  80 000 UI  BOITE DE 1 AMPOULE BUVABLE,1,1,1,83295,3400935358134,3400892437217,83295,3535813,3400935358134,9243721,3400892437217
21547sufentanil 10 ug2 ml mylan sol inj amp,SUFENTANIL MYLAN  10 MCG/2ML BOITE DE 20 AMPOULES BLISTER UNITAIRE OPERCULE DETACHABLE,1,1,1,88432,3400956490189,3400892502304,88432,5649018,3400956490189,9250230,3400892502304
2991sufentanil 50 ug10 ml mylan sol inj amp,SUFENTANIL MYLAN  50 MCG/10ML BOITE DE 20 AMPOULES BLISTER UNITAIRE OPERCULE DETACHABLE,1,1,1,88433,3400956490530,3400892502243,88433,5649053,3400956490530,9250224,3400892502243
747sufentanil 250 ug5 ml mylan sol inj amp,SUFENTANIL MYLAN  250 MCG/5ML BOITE DE 20 AMPOULES BLISTER UNITAIRE OPERCULE DETACHABLE,1,1,1,88435,3400956489701,3400892502472,88435,5648970,3400956489701,9250247,3400892502472
6062flecaine lp 50 mg gélule à libération prolongée,FLECAINE LP   50 MG BOITE DE   30 GELULES,1,1,1,89264,3400935805294,3400892468433,89264,3580529,3400935805294,9246843,3400892468433
0000159flecaine lp 100 mg gélule à libération prolongée,FLECAINE LP  100 MG BOITE DE 30 GELULES,1,1,1,89265,3400935805645,3400892468143,89265,3580564,3400935805645,9246814,3400892468143
3001flecaine lp 150 mg gélule à libération prolongée,FLECAINE LP  150 MG BOITE DE   30 GELULES,1,1,1,89268,3400935805416,3400892468204,89268,3580541,3400935805416,9246820,3400892468204
1718flecaine lp 200 mg gélule à libération prolongée,FLECAINE LP  200 MG BOITE DE   30 GELULES,1,1,1,89269,3400935805874,3400892468372,89269,3580587,3400935805874,9246837,3400892468372
14582propofol 1 g50 ml mylan émulsion inj iv flac,PROPOFOL MYLAN  20 MG/ML 2 % EMULSION INJECTABLE IV  50 ML  BOITE DE 1 FLACON,1,1,1,126237,3400956410637,3400892506616,126237,5641063,3400956410637,9250661,3400892506616
17103flumazenil 05 mg5 ml mylan sol inj amp,FLUMAZENIL MYLAN 0.5 MG/5 ML  BOITE DE 5 AMPOULES,1,1,1,129029,3400937079938,3400892805382,129029,3707993,3400937079938,9280538,3400892805382
15615orozamudol 50 mg cpr orodispersible,OROZAMUDOL GE 50MG CP ORODISPERSIBLE BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,129093,3400936651548,3400892729589,129093,3665154,3400936651548,9272958,3400892729589
926isoptine lp 240 mg cpr séc à libération prolongée,ISOPTINE LP 240MG BOITE DE 90 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,136745,3400932867417,3400891250398,136745,3715248,3400937152488,9125039,3400891250398
446ofloxacine 200 mg40 ml mylan sol pr perf poche pvc,OFLOXACINE MYLAN PHARMA 200 MG/40 ML BOITE DE  20 POCHES,1,1,1,136830,3400956396757,3400892435206,136830,5639675,3400956396757,9243520,3400892435206
18123piperacilline tazobactam 4 g500 mg mylan pdr pr sol pr perf,PIPERACILLINE  TAZOBACTAM MYLAN 4 G/500 MG INJECTABLE  BOITE DE 10 FLACONS,0,1,1,159249,3400938129397,3400893022634,159249,3812968,3400938129687,9302263,3400893022634
4917ceris 20 mg cpr,CERIS  20 MG  BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,162832,3400935161581,3400892206028,162832,3516158,3400935161581,9220602,3400892206028
526fer 100 mg5 ml mylan sol à diluer pr perf amp,FER MYLAN 100 MG/5ML INJECTABLE BOITE DE 5 AMPOULES,1,1,1,175603,3400957403744,3400893217405,175603,5740374,3400957403744,9321740,3400893217405
17581cefepime 1 g mylan pdr pr sol inj,CEFEPIME MYLAN 1 G IM/IV POUDRE POUR SOLUTION INJECTABLE BOITE DE 1 FLACON,1,1,1,178099,3400939062389,3400893236383,178099,3906238,3400939062389,9323638,3400893236383
19773epirubicine 100 mg50 ml mylan sol pr perf flac,EPIRUBICINE MYLAN 100 MG/50 ML  BOITE DE 1 FLACON,1,1,1,209270,3400957478216,3400893284810,209270,5747821,3400957478216,9328481,3400893284810
872nefopam 20 mg2 ml mylan sol inj amp,NEFOPAM  MYLAN 20 MG/2 ML SOLUTION INJECTABLE  BOITE DE 10 AMPOULES DE 2ML,0,1,1,223692,3400935876553,3400893485552,223692,3587661,3400935876614,9348555,3400893485552
16891remifentanil 2 mg mylan pdr pr sol inj ou pr perf,REMIFENTANIL MYLAN 2 MG POUDRE POUR SOL INJECTABLE OU PERFUSION  BOITE DE  10 FLACONS,0,1,1,244390,3400957728885,3400893550878,244390,5772894,3400957728946,9355087,3400893550878
0000785olanzapine 75 mg mylan cpr,"OLANZAPINE MYLAN   7,5 MG BOITE DE 28 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE",0,1,1,247270,3400939454511,3400893362273,247270,3945468,3400939454689,9336227,3400893362273
783olanzapine 10 mg mylan cpr,OLANZAPINE MYLAN  10 MG BOITE DE 28 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,0,1,1,247271,3400939454979,3400893424179,247271,3945505,3400939455051,9342417,3400893424179
15011lercanidipine 10 mg mylan cpr séc,LERCANIDIPINE MYLAN 10 MG BOITE DE 30 COMPRIMES PELLICULES SECABLES,1,1,1,250605,3400932945160,3400893457696,250605,3294516,3400932945160,9345769,3400893457696
1732levetiracetam 500 mg5 ml mylan sol à diluer pr perf amp,LEVETIRACETAM MYLAN 100 MG  500 MG/5 ML PR PERFUSION BOITE DE 10 AMPOULES,1,1,1,254813,3400921730296,3400893769713,254813,2173029,3400921730296,9376971,3400893769713
4990lamivudine zidovudine 150 mg300 mg mylan cpr séc,LAMIVUDINE ZIDOVUDINE MYLAN  150 MG / 300 MG BOITE DE 60 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,267397,3400922264127,3400893878682,267397,2226412,3400922264127,9387868,3400893878682
18230lamivudine 300 mg mylan cpr,LAMIVUDINE MYLAN  300 MG BOITE DE 30 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,267402,3400922377001,3400893865965,267402,2237700,3400922377001,9386596,3400893865965
12550riluzole 50 mg mylan cpr,RILUZOLE MYLAN  50 MG  BOITE DE 56 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,267405,3400922008844,3400893838242,267405,2200884,3400922008844,9383824,3400893838242
15832acide zoledronique 4 mg5 ml mylan sol à diluer pr perf flac,ACIDE ZOLEDRONIQUE MYLAN  4 MG / 5 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON ,1,1,1,271206,3400926756017,3400893892701,271206,2675601,3400926756017,9389270,3400893892701
13773bisoprolol hct 25 mg625 mg mylan pharma cpr,"BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN  2,5 MG/6,25MG BOITE DE 90 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE",1,1,1,286193,3400922344751,3400893888797,286193,2234475,3400922344751,9388879,3400893888797
512mirtazapine 15 mg mylan cpr,MIRTAZAPINE MYLAN 15 MG BOITE DE 30 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,309408,3400937726313,3400892967691,309408,3772631,3400937726313,9296769,3400892967691
14733carvedilol 25 mg mylan cpr séc,CARVEDILOL MYLAN 25 MG BOITE DE 28 COMPRIMES PELLICULES SECABLES CONDITIONNEMENT UNITAIRE,1,1,1,309466,3400937405942,3400892856940,309466,3740594,3400937405942,9285694,3400892856940
16546oxcarbazepine 150 mg mylan cpr,OXCARBAZEPINE MYLAN 150 MG BOITE DE 50 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,309474,3400837978782,3400893040904,309474,3797878,3400937978781,9304090,3400893040904
22664oxcarbazepine 600 mg mylan cpr,OXCARBAZEPINE MYLAN 600 MG BOITE DE 50 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,309476,3400937983464,3400893041154,309476,3798346,3400937983464,9304115,3400893041154
22666pramipexole 07 mg mylan cpr,"PRAMIPEXOLE MYLAN 0,7 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE",0,1,1,309480,3400949639076,3400893631294,309480,4963959,3400949639595,9363129,3400893631294
